,antecedent,consequent,confidence,lift
18,"[' 6398f054381f466090ec4fe23137209b ', ' 3f42f542602b4d05a5a1dbeea2e2fd76 ', ' 8857ae7892b4430fa35b63e2938c152e ', ' 5c2afe19071b4ef1919946e6250fde4c ', ' 4a8b52b4ecb34fc9b3e2fbf6c3a646a4 ', ' 195f6947e1a94bf68f7d1b93c3f64570']",[' 6b4d59d7ae0b447b96909b07a38c3506 '],1.0,464.06250000000006
19,[' 5044f1bb62844442aae4e459138d79ff '],[' deb713f9954245f8829ceca225398b8b '],0.5882352941176471,323.5294117647059
20,[' 5044f1bb62844442aae4e459138d79ff '],[' 82df7634b6834b15ac41bbcb1be33f31 '],0.6470588235294118,369.57013574660635
21,[' 5044f1bb62844442aae4e459138d79ff '],[' 3132546ff9db44cd98613979179f1d4e '],0.6470588235294118,369.57013574660635
22,"[' d6fb39a52dd04ca88212c42eae358d34 ', ' a592068f10a3454981bf23d67f2325f0 ']",[' 3708eb772d4a41f8b1c304ea3235a8e7 '],0.8571428571428571,159.10714285714283
23,"[' d6fb39a52dd04ca88212c42eae358d34 ', ' a592068f10a3454981bf23d67f2325f0 ']",[' f7b7d227e0ce44afa985ab3fa602e430 '],0.7857142857142857,216.07142857142856
24,"[' d6fb39a52dd04ca88212c42eae358d34 ', ' a592068f10a3454981bf23d67f2325f0 ']",[' 18e53005fbb84c8ea74c3cc382863216'],0.6428571428571429,477.32142857142856
25,"[' d6fb39a52dd04ca88212c42eae358d34 ', ' f7b7d227e0ce44afa985ab3fa602e430 ', ' 3708eb772d4a41f8b1c304ea3235a8e7 ']",[' a592068f10a3454981bf23d67f2325f0 '],0.7333333333333333,112.2680412371134
26,"[' d6fb39a52dd04ca88212c42eae358d34 ', ' f7b7d227e0ce44afa985ab3fa602e430 ', ' 3708eb772d4a41f8b1c304ea3235a8e7 ']",[' 18e53005fbb84c8ea74c3cc382863216'],0.6,445.49999999999994
27,"[' 6398f054381f466090ec4fe23137209b ', ' 3f42f542602b4d05a5a1dbeea2e2fd76 ', ' 4a8b52b4ecb34fc9b3e2fbf6c3a646a4 ']",[' 6b4d59d7ae0b447b96909b07a38c3506 '],0.9375,435.05859375000006
28,"[' 6398f054381f466090ec4fe23137209b ', ' 3f42f542602b4d05a5a1dbeea2e2fd76 ', ' 4a8b52b4ecb34fc9b3e2fbf6c3a646a4 ']",[' 195f6947e1a94bf68f7d1b93c3f64570'],0.9375,296.2101063829787
29,"[' 6398f054381f466090ec4fe23137209b ', ' 3f42f542602b4d05a5a1dbeea2e2fd76 ', ' 4a8b52b4ecb34fc9b3e2fbf6c3a646a4 ']",[' 5c2afe19071b4ef1919946e6250fde4c '],0.875,433.125
30,"[' 6398f054381f466090ec4fe23137209b ', ' 3f42f542602b4d05a5a1dbeea2e2fd76 ', ' 4a8b52b4ecb34fc9b3e2fbf6c3a646a4 ']",[' 8857ae7892b4430fa35b63e2938c152e '],0.9375,464.0625
31,"[' 6398f054381f466090ec4fe23137209b ', ' 3f42f542602b4d05a5a1dbeea2e2fd76 ', ' 6b4d59d7ae0b447b96909b07a38c3506 ', ' 195f6947e1a94bf68f7d1b93c3f64570']",[' 4a8b52b4ecb34fc9b3e2fbf6c3a646a4 '],0.8235294117647058,407.6470588235294
32,"[' 6398f054381f466090ec4fe23137209b ', ' 3f42f542602b4d05a5a1dbeea2e2fd76 ', ' 6b4d59d7ae0b447b96909b07a38c3506 ', ' 195f6947e1a94bf68f7d1b93c3f64570']",[' 5c2afe19071b4ef1919946e6250fde4c '],0.8823529411764706,436.7647058823529
33,"[' 6398f054381f466090ec4fe23137209b ', ' 3f42f542602b4d05a5a1dbeea2e2fd76 ', ' 6b4d59d7ae0b447b96909b07a38c3506 ', ' 195f6947e1a94bf68f7d1b93c3f64570']",[' 8857ae7892b4430fa35b63e2938c152e '],1.0,495.0
34,[' c5159b3679ec41058f8d756d6e66f2c7 '],[' a689a597169f40c4a37ecb58843572ec '],0.5142857142857142,144.09703504043125
35,[' c5159b3679ec41058f8d756d6e66f2c7 '],[' 1b5c0c4e385a4f39a252c74ad3b53b1f'],0.4857142857142857,21.660231660231663
36,"[' 6398f054381f466090ec4fe23137209b ', ' 3f42f542602b4d05a5a1dbeea2e2fd76 ', ' 8857ae7892b4430fa35b63e2938c152e ', ' 5c2afe19071b4ef1919946e6250fde4c ', ' 195f6947e1a94bf68f7d1b93c3f64570']",[' 6b4d59d7ae0b447b96909b07a38c3506 '],1.0,464.06250000000006
37,"[' 6398f054381f466090ec4fe23137209b ', ' 3f42f542602b4d05a5a1dbeea2e2fd76 ', ' 8857ae7892b4430fa35b63e2938c152e ', ' 5c2afe19071b4ef1919946e6250fde4c ', ' 195f6947e1a94bf68f7d1b93c3f64570']",[' 4a8b52b4ecb34fc9b3e2fbf6c3a646a4 '],0.8,396.0
38,"[' 6398f054381f466090ec4fe23137209b ', ' 8857ae7892b4430fa35b63e2938c152e ', ' 5c2afe19071b4ef1919946e6250fde4c ', ' 4a8b52b4ecb34fc9b3e2fbf6c3a646a4 ', ' 6b4d59d7ae0b447b96909b07a38c3506 ']",[' 195f6947e1a94bf68f7d1b93c3f64570'],0.9230769230769231,291.6530278232406
39,"[' 6398f054381f466090ec4fe23137209b ', ' 8857ae7892b4430fa35b63e2938c152e ', ' 5c2afe19071b4ef1919946e6250fde4c ', ' 4a8b52b4ecb34fc9b3e2fbf6c3a646a4 ', ' 6b4d59d7ae0b447b96909b07a38c3506 ']",[' 3f42f542602b4d05a5a1dbeea2e2fd76 '],1.0,594.0
40,[' ef974c9a0b144236bfc66c2ad2f1e971 '],[' 94be31ed120c4ed1befcc42387fc5bfb '],0.7058823529411765,698.8235294117648
41,[' ef974c9a0b144236bfc66c2ad2f1e971 '],[' 0614192a43de4039b68a3a0050cc37e0 '],0.5882352941176471,623.9495798319329
42,[' ef974c9a0b144236bfc66c2ad2f1e971 '],[' ae585f5c29dd4a69aca4c34a14b7baae '],0.5294117647058824,604.7511312217194
43,[' ef974c9a0b144236bfc66c2ad2f1e971 '],[' d0d5eb72eaaf45ac82b82baa2a1d2541 '],0.5294117647058824,714.7058823529412
44,"[' 3708eb772d4a41f8b1c304ea3235a8e7 ', ' a592068f10a3454981bf23d67f2325f0 ']",[' d6fb39a52dd04ca88212c42eae358d34 '],0.4444444444444444,178.37837837837836
45,"[' 3708eb772d4a41f8b1c304ea3235a8e7 ', ' a592068f10a3454981bf23d67f2325f0 ']",[' f7b7d227e0ce44afa985ab3fa602e430 '],0.5555555555555556,152.77777777777777
46,"[' 3708eb772d4a41f8b1c304ea3235a8e7 ', ' a592068f10a3454981bf23d67f2325f0 ']",[' 18e53005fbb84c8ea74c3cc382863216'],0.4074074074074074,302.49999999999994
47,"[' 8857ae7892b4430fa35b63e2938c152e ', ' 195f6947e1a94bf68f7d1b93c3f64570']",[' 6398f054381f466090ec4fe23137209b '],0.85,548.8043478260869
48,"[' 8857ae7892b4430fa35b63e2938c152e ', ' 195f6947e1a94bf68f7d1b93c3f64570']",[' 6b4d59d7ae0b447b96909b07a38c3506 '],1.0,464.06250000000006
49,"[' 8857ae7892b4430fa35b63e2938c152e ', ' 195f6947e1a94bf68f7d1b93c3f64570']",[' 4a8b52b4ecb34fc9b3e2fbf6c3a646a4 '],0.75,371.25
50,"[' 8857ae7892b4430fa35b63e2938c152e ', ' 195f6947e1a94bf68f7d1b93c3f64570']",[' 5c2afe19071b4ef1919946e6250fde4c '],0.85,420.75
51,"[' 8857ae7892b4430fa35b63e2938c152e ', ' 195f6947e1a94bf68f7d1b93c3f64570']",[' 3f42f542602b4d05a5a1dbeea2e2fd76 '],0.9,534.6
52,[' d6875870c1b24760b1ccdb1663723729 '],[' 94cb7684c921461795cfd5dffb5e57ac'],0.17391304347826086,151.91815856777492
53,[' d6875870c1b24760b1ccdb1663723729 '],[' 94cb7684c921461795cfd5dffb5e57ac '],0.15942028985507245,59.18478260869564
54,[' 17ffd7ac13f842b4875e4a0d224d06a0 '],[' fcb234a9bb6247efa80a50d7d46985b1 '],0.36,102.8076923076923
55,[' 116a13ebf99a4c6bb1e0768385ba05c6'],[' df066698f57c40aeba58a77d080cb241 '],0.19148936170212766,258.51063829787233
56,"[' 820094aa78b5460d89ba641569f83816', ' 4744201b3da14209a0b372da4f3a2c6e ']",[' 04079e73dd65445c9887dc5cff21c2c0 '],0.8888888888888888,321.9512195121951
57,[' 3de8d2b22c844aaeb9e8981e08e763f3 '],[' 315338a4929f4740ac7aa97942ea244e '],0.35,74.25
58,[' 3de8d2b22c844aaeb9e8981e08e763f3 '],[' b813f17d972343ba8e645a48dd4212be '],0.225,83.53125
59,[' 3de8d2b22c844aaeb9e8981e08e763f3 '],[' dd9f18138933435bb1bdfe69f6f2d725 '],0.25,55.41044776119403
60,[' 3de8d2b22c844aaeb9e8981e08e763f3 '],[' 326b34cbb8274344b68ffb81b603b0cc '],0.25,109.19117647058823
61,[' 3de8d2b22c844aaeb9e8981e08e763f3 '],[' f20d6dfb118a4fcd97f8398538f912e6 '],0.25,97.69736842105263
62,"[' 3967d676c48e4b34bf91d2c6a6f32a9a ', ' 3132546ff9db44cd98613979179f1d4e ']",[' deb713f9954245f8829ceca225398b8b '],0.8181818181818182,450.0
63,"[' 3967d676c48e4b34bf91d2c6a6f32a9a ', ' 3132546ff9db44cd98613979179f1d4e ']",[' 82df7634b6834b15ac41bbcb1be33f31 '],0.9090909090909091,519.2307692307692
64,[' 3967d676c48e4b34bf91d2c6a6f32a9a '],[' deb713f9954245f8829ceca225398b8b '],0.42857142857142855,235.7142857142857
65,[' 3967d676c48e4b34bf91d2c6a6f32a9a '],[' 3e8a47362aa246c89da8a4159a400446 '],0.42857142857142855,303.0612244897959
66,[' 3967d676c48e4b34bf91d2c6a6f32a9a '],[' 82df7634b6834b15ac41bbcb1be33f31 '],0.47619047619047616,271.97802197802196
67,[' 3967d676c48e4b34bf91d2c6a6f32a9a '],[' 3132546ff9db44cd98613979179f1d4e '],0.5238095238095238,299.1758241758242
68,"[' 0614192a43de4039b68a3a0050cc37e0 ', ' ef974c9a0b144236bfc66c2ad2f1e971 ']",[' 94be31ed120c4ed1befcc42387fc5bfb '],0.9,891.0
69,"[' 6398f054381f466090ec4fe23137209b ', ' 8857ae7892b4430fa35b63e2938c152e ', ' 5c2afe19071b4ef1919946e6250fde4c ', ' 4a8b52b4ecb34fc9b3e2fbf6c3a646a4 ']",[' 6b4d59d7ae0b447b96909b07a38c3506 '],1.0,464.06250000000006
70,"[' 6398f054381f466090ec4fe23137209b ', ' 8857ae7892b4430fa35b63e2938c152e ', ' 5c2afe19071b4ef1919946e6250fde4c ', ' 4a8b52b4ecb34fc9b3e2fbf6c3a646a4 ']",[' 195f6947e1a94bf68f7d1b93c3f64570'],0.9230769230769231,291.6530278232406
71,"[' 6398f054381f466090ec4fe23137209b ', ' 8857ae7892b4430fa35b63e2938c152e ', ' 5c2afe19071b4ef1919946e6250fde4c ', ' 4a8b52b4ecb34fc9b3e2fbf6c3a646a4 ']",[' 3f42f542602b4d05a5a1dbeea2e2fd76 '],1.0,594.0
72,"[' 6398f054381f466090ec4fe23137209b ', ' 8857ae7892b4430fa35b63e2938c152e ', ' 4a8b52b4ecb34fc9b3e2fbf6c3a646a4 ']",[' 6b4d59d7ae0b447b96909b07a38c3506 '],1.0,464.06250000000006
73,"[' 6398f054381f466090ec4fe23137209b ', ' 8857ae7892b4430fa35b63e2938c152e ', ' 4a8b52b4ecb34fc9b3e2fbf6c3a646a4 ']",[' 195f6947e1a94bf68f7d1b93c3f64570'],0.875,276.46276595744683
74,"[' 6398f054381f466090ec4fe23137209b ', ' 8857ae7892b4430fa35b63e2938c152e ', ' 4a8b52b4ecb34fc9b3e2fbf6c3a646a4 ']",[' 5c2afe19071b4ef1919946e6250fde4c '],0.8125,402.1875
75,"[' 6398f054381f466090ec4fe23137209b ', ' 8857ae7892b4430fa35b63e2938c152e ', ' 4a8b52b4ecb34fc9b3e2fbf6c3a646a4 ']",[' 3f42f542602b4d05a5a1dbeea2e2fd76 '],0.9375,556.875
76,"[' 6398f054381f466090ec4fe23137209b ', ' 3f42f542602b4d05a5a1dbeea2e2fd76 ', ' 5c2afe19071b4ef1919946e6250fde4c ']",[' 6b4d59d7ae0b447b96909b07a38c3506 '],0.9444444444444444,438.28125
77,"[' 6398f054381f466090ec4fe23137209b ', ' 3f42f542602b4d05a5a1dbeea2e2fd76 ', ' 5c2afe19071b4ef1919946e6250fde4c ']",[' 195f6947e1a94bf68f7d1b93c3f64570'],0.8888888888888888,280.8510638297872
78,"[' 6398f054381f466090ec4fe23137209b ', ' 3f42f542602b4d05a5a1dbeea2e2fd76 ', ' 5c2afe19071b4ef1919946e6250fde4c ']",[' 4a8b52b4ecb34fc9b3e2fbf6c3a646a4 '],0.7777777777777778,385.0
79,"[' 6398f054381f466090ec4fe23137209b ', ' 3f42f542602b4d05a5a1dbeea2e2fd76 ', ' 5c2afe19071b4ef1919946e6250fde4c ']",[' 8857ae7892b4430fa35b63e2938c152e '],0.9444444444444444,467.5
80,"[' 5c2afe19071b4ef1919946e6250fde4c ', ' 6b4d59d7ae0b447b96909b07a38c3506 ', ' 195f6947e1a94bf68f7d1b93c3f64570']",[' 6398f054381f466090ec4fe23137209b '],0.8823529411764706,569.693094629156
81,"[' 5c2afe19071b4ef1919946e6250fde4c ', ' 6b4d59d7ae0b447b96909b07a38c3506 ', ' 195f6947e1a94bf68f7d1b93c3f64570']",[' 4a8b52b4ecb34fc9b3e2fbf6c3a646a4 '],0.7058823529411765,349.4117647058824
82,"[' 5c2afe19071b4ef1919946e6250fde4c ', ' 6b4d59d7ae0b447b96909b07a38c3506 ', ' 195f6947e1a94bf68f7d1b93c3f64570']",[' 8857ae7892b4430fa35b63e2938c152e '],1.0,495.0
83,"[' 5c2afe19071b4ef1919946e6250fde4c ', ' 6b4d59d7ae0b447b96909b07a38c3506 ', ' 195f6947e1a94bf68f7d1b93c3f64570']",[' 3f42f542602b4d05a5a1dbeea2e2fd76 '],0.8823529411764706,524.1176470588235
84,"[' 6398f054381f466090ec4fe23137209b ', ' 8857ae7892b4430fa35b63e2938c152e ', ' 5c2afe19071b4ef1919946e6250fde4c ', ' 6b4d59d7ae0b447b96909b07a38c3506 ', ' 195f6947e1a94bf68f7d1b93c3f64570']",[' 4a8b52b4ecb34fc9b3e2fbf6c3a646a4 '],0.8,396.0
85,"[' 6398f054381f466090ec4fe23137209b ', ' 8857ae7892b4430fa35b63e2938c152e ', ' 5c2afe19071b4ef1919946e6250fde4c ', ' 6b4d59d7ae0b447b96909b07a38c3506 ', ' 195f6947e1a94bf68f7d1b93c3f64570']",[' 3f42f542602b4d05a5a1dbeea2e2fd76 '],1.0,594.0
86,"[' d77752d1d0de420682586e63995a3a52 ', ' 033891fd1069476595e67deb61703079 ', ' 7349068555464240800c0199e25789e9 ', ' fcea7171c4114f5db79b58d4c00bb63b ']",[' 539db5b9ffa148f0b5bff4323192d113 '],0.8181818181818182,714.7058823529412
87,[' 6b4d59d7ae0b447b96909b07a38c3506 '],[' 195f6947e1a94bf68f7d1b93c3f64570'],0.625,197.47340425531917
88,[' 6b4d59d7ae0b447b96909b07a38c3506 '],[' 4a8b52b4ecb34fc9b3e2fbf6c3a646a4 '],0.6875,340.3125
89,[' 6b4d59d7ae0b447b96909b07a38c3506 '],[' 6398f054381f466090ec4fe23137209b '],0.65625,423.70923913043475
90,[' 6b4d59d7ae0b447b96909b07a38c3506 '],[' 5c2afe19071b4ef1919946e6250fde4c '],0.75,371.25
91,[' 6b4d59d7ae0b447b96909b07a38c3506 '],[' 8857ae7892b4430fa35b63e2938c152e '],0.9375,464.0625
92,[' 6b4d59d7ae0b447b96909b07a38c3506 '],[' 3f42f542602b4d05a5a1dbeea2e2fd76 '],0.71875,426.9375
93,"[' d77752d1d0de420682586e63995a3a52 ', ' 033891fd1069476595e67deb61703079 ', ' 7349068555464240800c0199e25789e9 ']",[' fcea7171c4114f5db79b58d4c00bb63b '],0.9166666666666666,332.0121951219512
94,"[' d77752d1d0de420682586e63995a3a52 ', ' 033891fd1069476595e67deb61703079 ', ' 7349068555464240800c0199e25789e9 ']",[' ed7259fb5e524dc4ada78ff18f736e9e '],0.75,445.5
95,"[' d77752d1d0de420682586e63995a3a52 ', ' 033891fd1069476595e67deb61703079 ', ' 7349068555464240800c0199e25789e9 ']",[' 539db5b9ffa148f0b5bff4323192d113 '],0.8333333333333334,727.9411764705882
96,"[' 6398f054381f466090ec4fe23137209b ', ' 3f42f542602b4d05a5a1dbeea2e2fd76 ', ' 8857ae7892b4430fa35b63e2938c152e ', ' 5c2afe19071b4ef1919946e6250fde4c ', ' 6b4d59d7ae0b447b96909b07a38c3506 ', ' 195f6947e1a94bf68f7d1b93c3f64570']",[' 4a8b52b4ecb34fc9b3e2fbf6c3a646a4 '],0.8,396.0
97,"[' 6398f054381f466090ec4fe23137209b ', ' 3f42f542602b4d05a5a1dbeea2e2fd76 ', ' 8857ae7892b4430fa35b63e2938c152e ']",[' 6b4d59d7ae0b447b96909b07a38c3506 '],1.0,464.06250000000006
98,"[' 6398f054381f466090ec4fe23137209b ', ' 3f42f542602b4d05a5a1dbeea2e2fd76 ', ' 8857ae7892b4430fa35b63e2938c152e ']",[' 195f6947e1a94bf68f7d1b93c3f64570'],0.85,268.56382978723406
99,"[' 6398f054381f466090ec4fe23137209b ', ' 3f42f542602b4d05a5a1dbeea2e2fd76 ', ' 8857ae7892b4430fa35b63e2938c152e ']",[' 4a8b52b4ecb34fc9b3e2fbf6c3a646a4 '],0.75,371.25
100,"[' 6398f054381f466090ec4fe23137209b ', ' 3f42f542602b4d05a5a1dbeea2e2fd76 ', ' 8857ae7892b4430fa35b63e2938c152e ']",[' 5c2afe19071b4ef1919946e6250fde4c '],0.85,420.75
101,"[' d77752d1d0de420682586e63995a3a52 ', ' 033891fd1069476595e67deb61703079 ']",[' 7349068555464240800c0199e25789e9 '],0.75,278.4375
102,"[' d77752d1d0de420682586e63995a3a52 ', ' 033891fd1069476595e67deb61703079 ']",[' fcea7171c4114f5db79b58d4c00bb63b '],0.875,316.9207317073171
103,"[' d77752d1d0de420682586e63995a3a52 ', ' 033891fd1069476595e67deb61703079 ']",[' ed7259fb5e524dc4ada78ff18f736e9e '],0.75,445.5
104,"[' d77752d1d0de420682586e63995a3a52 ', ' 033891fd1069476595e67deb61703079 ']",[' fb266959cf72496597b744ea44234a9c '],0.5625,596.6517857142858
105,"[' d77752d1d0de420682586e63995a3a52 ', ' 033891fd1069476595e67deb61703079 ']",[' 539db5b9ffa148f0b5bff4323192d113 '],0.625,545.9558823529411
106,"[' d77752d1d0de420682586e63995a3a52 ', ' 033891fd1069476595e67deb61703079 ']",[' 7ccc258ef1a44ccfbde56f1db4fc5c92 '],0.625,580.078125
107,"[' c344c90968ad4f25bcfd426e6c40ca70 ', ' 311d6060781446958505198a77ab8992 ']",[' bf321bca8e774d5195c0b0b6ae4bf1a2 '],0.9090909090909091,300.0
108,[' 326b34cbb8274344b68ffb81b603b0cc '],[' 3de8d2b22c844aaeb9e8981e08e763f3 '],0.29411764705882354,109.19117647058823
109,[' 326b34cbb8274344b68ffb81b603b0cc '],[' 315338a4929f4740ac7aa97942ea244e '],0.4117647058823529,87.3529411764706
110,"[' 5c2afe19071b4ef1919946e6250fde4c ', ' 4a8b52b4ecb34fc9b3e2fbf6c3a646a4 ', ' 6b4d59d7ae0b447b96909b07a38c3506 ', ' 195f6947e1a94bf68f7d1b93c3f64570']",[' 6398f054381f466090ec4fe23137209b '],1.0,645.6521739130435
111,"[' 5c2afe19071b4ef1919946e6250fde4c ', ' 4a8b52b4ecb34fc9b3e2fbf6c3a646a4 ', ' 6b4d59d7ae0b447b96909b07a38c3506 ', ' 195f6947e1a94bf68f7d1b93c3f64570']",[' 8857ae7892b4430fa35b63e2938c152e '],1.0,495.0
112,"[' 5c2afe19071b4ef1919946e6250fde4c ', ' 4a8b52b4ecb34fc9b3e2fbf6c3a646a4 ', ' 6b4d59d7ae0b447b96909b07a38c3506 ', ' 195f6947e1a94bf68f7d1b93c3f64570']",[' 3f42f542602b4d05a5a1dbeea2e2fd76 '],1.0,594.0
113,"[' d77752d1d0de420682586e63995a3a52 ', ' 033891fd1069476595e67deb61703079 ', ' fcea7171c4114f5db79b58d4c00bb63b ']",[' 7349068555464240800c0199e25789e9 '],0.7857142857142857,291.69642857142856
114,"[' d77752d1d0de420682586e63995a3a52 ', ' 033891fd1069476595e67deb61703079 ', ' fcea7171c4114f5db79b58d4c00bb63b ']",[' ed7259fb5e524dc4ada78ff18f736e9e '],0.7142857142857143,424.28571428571433
115,"[' d77752d1d0de420682586e63995a3a52 ', ' 033891fd1069476595e67deb61703079 ', ' fcea7171c4114f5db79b58d4c00bb63b ']",[' 539db5b9ffa148f0b5bff4323192d113 '],0.6428571428571429,561.5546218487395
116,"[' d77752d1d0de420682586e63995a3a52 ', ' 033891fd1069476595e67deb61703079 ', ' fcea7171c4114f5db79b58d4c00bb63b ']",[' 7ccc258ef1a44ccfbde56f1db4fc5c92 '],0.6428571428571429,596.6517857142858
117,[' 83ea58d1f46943d7acbb54a9c05f101f '],[' dd9f18138933435bb1bdfe69f6f2d725 '],0.20930232558139536,46.390142311697325
118,"[' 3f42f542602b4d05a5a1dbeea2e2fd76 ', ' 8857ae7892b4430fa35b63e2938c152e ', ' 5c2afe19071b4ef1919946e6250fde4c ', ' 195f6947e1a94bf68f7d1b93c3f64570']",[' 6398f054381f466090ec4fe23137209b '],1.0,645.6521739130435
119,"[' 3f42f542602b4d05a5a1dbeea2e2fd76 ', ' 8857ae7892b4430fa35b63e2938c152e ', ' 5c2afe19071b4ef1919946e6250fde4c ', ' 195f6947e1a94bf68f7d1b93c3f64570']",[' 6b4d59d7ae0b447b96909b07a38c3506 '],1.0,464.06250000000006
120,"[' 3f42f542602b4d05a5a1dbeea2e2fd76 ', ' 8857ae7892b4430fa35b63e2938c152e ', ' 5c2afe19071b4ef1919946e6250fde4c ', ' 195f6947e1a94bf68f7d1b93c3f64570']",[' 4a8b52b4ecb34fc9b3e2fbf6c3a646a4 '],0.8,396.0
121,"[' 8857ae7892b4430fa35b63e2938c152e ', ' 4a8b52b4ecb34fc9b3e2fbf6c3a646a4 ', ' 6b4d59d7ae0b447b96909b07a38c3506 ', ' 195f6947e1a94bf68f7d1b93c3f64570']",[' 6398f054381f466090ec4fe23137209b '],0.9333333333333333,602.6086956521739
122,"[' 8857ae7892b4430fa35b63e2938c152e ', ' 4a8b52b4ecb34fc9b3e2fbf6c3a646a4 ', ' 6b4d59d7ae0b447b96909b07a38c3506 ', ' 195f6947e1a94bf68f7d1b93c3f64570']",[' 5c2afe19071b4ef1919946e6250fde4c '],0.8,396.0
123,"[' 8857ae7892b4430fa35b63e2938c152e ', ' 4a8b52b4ecb34fc9b3e2fbf6c3a646a4 ', ' 6b4d59d7ae0b447b96909b07a38c3506 ', ' 195f6947e1a94bf68f7d1b93c3f64570']",[' 3f42f542602b4d05a5a1dbeea2e2fd76 '],1.0,594.0
124,"[' 18e53005fbb84c8ea74c3cc382863216', ' f7b7d227e0ce44afa985ab3fa602e430 ']",[' d6fb39a52dd04ca88212c42eae358d34 '],0.7692307692307693,308.7318087318087
125,"[' 18e53005fbb84c8ea74c3cc382863216', ' f7b7d227e0ce44afa985ab3fa602e430 ']",[' a592068f10a3454981bf23d67f2325f0 '],0.6923076923076923,105.98731165741475
126,"[' 18e53005fbb84c8ea74c3cc382863216', ' f7b7d227e0ce44afa985ab3fa602e430 ']",[' 3708eb772d4a41f8b1c304ea3235a8e7 '],0.8461538461538461,157.06730769230768
127,"[' 3f42f542602b4d05a5a1dbeea2e2fd76 ', ' 4a8b52b4ecb34fc9b3e2fbf6c3a646a4 ']",[' 6398f054381f466090ec4fe23137209b '],0.8,516.5217391304348
128,"[' 3f42f542602b4d05a5a1dbeea2e2fd76 ', ' 4a8b52b4ecb34fc9b3e2fbf6c3a646a4 ']",[' 6b4d59d7ae0b447b96909b07a38c3506 '],0.9,417.65625000000006
129,"[' 3f42f542602b4d05a5a1dbeea2e2fd76 ', ' 4a8b52b4ecb34fc9b3e2fbf6c3a646a4 ']",[' 195f6947e1a94bf68f7d1b93c3f64570'],0.85,268.56382978723406
130,"[' 3f42f542602b4d05a5a1dbeea2e2fd76 ', ' 4a8b52b4ecb34fc9b3e2fbf6c3a646a4 ']",[' 5c2afe19071b4ef1919946e6250fde4c '],0.8,396.0
131,"[' 3f42f542602b4d05a5a1dbeea2e2fd76 ', ' 4a8b52b4ecb34fc9b3e2fbf6c3a646a4 ']",[' 8857ae7892b4430fa35b63e2938c152e '],0.9,445.5
